# Time, Probability
0.1, 5.5568488804785016e-2
0.2, 0.10411202050980933
0.30000000000000004, 0.14763195246262828
0.4, 0.18742110051926314
0.5, 0.2243222209331832
0.6, 0.25889184921237934
0.7, 0.2915041751652239
0.7999999999999999, 0.3224169107513739
0.8999999999999999, 0.35181307119678407
0.9999999999999999, 0.37982749023112317
1.0999999999999999, 0.40656365945472156
1.2, 0.43210443439405344
1.3, 0.456518852294059
1.4000000000000001, 0.4798664844352819
1.5000000000000002, 0.5022002246798901
1.6000000000000003, 0.5235680857284265
1.7000000000000004, 0.5440143652996218
1.8000000000000005, 0.5635804097779846
1.9000000000000006, 0.5823051337019624
2.0000000000000004, 0.600225353836908
2.1000000000000005, 0.617376043260784
2.2000000000000006, 0.6337905056045213
2.3000000000000007, 0.6495005071774226
2.400000000000001, 0.6645363883856329
2.500000000000001, 0.6789271398503708
2.600000000000001, 0.6927004832281065
2.700000000000001, 0.7058829336858417
2.800000000000001, 0.7184998571570601
2.9000000000000012, 0.7305755272134667
3.0000000000000013, 0.7421331687474176
3.1000000000000014, 0.7531950078325834
3.2000000000000015, 0.7637823181724042
3.3000000000000016, 0.7739154566117886
3.4000000000000017, 0.7836139072185585
3.5000000000000018, 0.7928963171939087
3.600000000000002, 0.8017805354613098
3.700000000000002, 0.8102836429488299
3.800000000000002, 0.8184219880007926
3.900000000000002, 0.8262112193798824
4.000000000000002, 0.833666312512456
4.100000000000001, 0.8408016011440957
4.200000000000001, 0.8476308037747963
4.300000000000001, 0.8541670515096361
4.4, 0.8604229109222483
4.5, 0.8664104096792272
4.6, 0.8721410604484274
4.699999999999999, 0.8776258809596234
4.799999999999999, 0.8828754164645186
4.899999999999999, 0.8878997606634625
4.999999999999998, 0.8927085733535484
5.099999999999998, 0.8973111000871855
5.1999999999999975, 0.9017161904811146
5.299999999999997, 0.9059323137718848
5.399999999999997, 0.909967576003331
5.4999999999999964, 0.9138297360407832
5.599999999999996, 0.9175262192995027
5.699999999999996, 0.9210641327598459
5.799999999999995, 0.924450278972293
5.899999999999995, 0.9276911681821826
5.999999999999995, 0.9307930314406446
